sp|I1RGD4|ATG23_GIBZE,-0.28270412642669007,-0.32396839332748023,-0.15803336259877085,-0.3652326602282704,-3.8015803336259877,1.2063213345039507,1.9262510974539069,-2.864793678665496,-1.726953467954346,-1.6453028972783144,-0.9956101843722563,1.4802458296751537,-1.328358208955224,-3.617208077260755,-3.127304653204565,-0.09306409130816505,-0.3906935908691835,-4.66900790166813,-3.3950834064969273,-1.672519754170325
sp|Q6C0L6|ATG17_YARLI,-0.5122549019607843,-0.5122549019607843,-0.625,-0.5612745098039216,-2.372549019607843,0.38235294117647056,0.2769607843137255,-2.200980392156863,-0.3333333333333333,-0.9852941176470589,-0.6519607843137255,-0.44607843137254904,-0.7524509803921569,-1.7352941176470589,-2.406862745098039,-0.3088235294117647,-0.5490196078431373,-2.857843137254902,-1.5612745098039216,-0.9362745098039216
sp|Q9P373|ATG4_SCHPO,-1.059375,-0.75625,-0.99375,-0.828125,-0.328125,-0.640625,-0.778125,-1.69375,-0.309375,-1.046875,-1.134375,-0.93125,-0.3375,-0.83125,-1.009375,-0.340625,-0.69375,-1.278125,-0.728125,-1.1375
sp|Q6CBS9|ATG27_YARLI,-0.9927536231884058,-1.184782608695652,-0.7862318840579711,-1.0579710144927537,-1.3297101449275361,-1.0615942028985508,-1.2789855072463767,-1.0471014492753623,-0.6739130434782609,-0.7789855072463768,-1.173913043478261,-0.9565217391304348,-0.9528985507246377,-0.6485507246376812,-1.391304347826087,-0.21739130434782608,-0.33695652173913043,-1.3297101449275361,-0.6847826086956522,-0.7355072463768116
sp|Q59PZ3|ATG7_CANAL,-0.6400625978090767,-0.9139280125195618,-0.5727699530516432,-0.812206572769953,-0.5508607198748043,-0.6744913928012519,-0.7715179968701096,-1.538341158059468,-0.47730829420970267,-0.8184663536776213,-0.892018779342723,-0.9342723004694836,-0.5242566510172144,-0.8059467918622848,-1.0892018779342723,-0.3333333333333333,-0.6291079812206573,-1.3912363067292646,-0.92018779342723,-0.8810641627543035
sp|Q51P78|ATG12_MAGO7,-0.35359116022099446,-0.7569060773480663,-0.6187845303867403,-0.9005524861878453,-1.8453038674033149,-0.4088397790055249,-0.4530386740331492,-1.408839779005525,-0.8839779005524862,-1.3204419889502763,-1.292817679558011,-0.6629834254143646,-0.9392265193370166,-1.701657458563536,-0.4198895027624309,0.20994475138121546,-0.1878453038674033,-2.701657458563536,-1.6740331491712708,-1.1657458563535912
sp|A7ERK1|ATG9_SCLS1,-0.5550847457627118,-0.3951271186440678,-0.5434322033898306,-0.7923728813559322,-1.715042372881356,-0.2891949152542373,-0.7733050847457628,-0.9608050847457628,-0.0423728813559322,-1.0582627118644068,-0.8802966101694916,-1.1197033898305084,-0.4343220338983051,-0.8252118644067796,-0.6377118644067796,-0.025423728813559324,-0.4629237288135593,-1.4014830508474576,-0.7086864406779662,-1.0116525423728813
sp|Q67C55|ATG11_PICAN,-0.7729022324865281,-0.45958429561200925,0.32409545804464973,-0.21709006928406466,-2.5496535796766744,0.6474210931485759,0.9553502694380293,-2.2702078521939955,-0.7890685142417244,-0.6735950731331793,-0.4649730561970747,0.634334103156274,-0.7821401077752117,-1.836027713625866,-2.30715935334873,0.024634334103156273,-0.394919168591224,-3.143187066974596,-1.6589684372594304,-1.1855273287143957
sp|C5DZR8|ATG32_ZYGRC,-0.7455268389662028,-0.7753479125248509,0.0019880715705765406,-0.5805168986083499,-1.8469184890656063,-0.3518886679920477,-0.588469184890656,-1.4234592445328031,-0.6202783300198808,-0.7196819085487077,-0.7892644135188867,-0.3817097415506958,-0.7375745526838966,-1.125248508946322,-0.974155069582505,0.25646123260437376,-0.1988071570576541,-2.242544731610338,-1.0,-0.8628230616302187
sp|Q0UNW1|ATG12_PHANO,-0.5769230769230769,-1.323076923076923,-0.6846153846153846,-0.9384615384615385,-1.9230769230769231,-0.5153846153846153,-0.7076923076923077,-1.7,-1.2384615384615385,-1.1538461538461537,-1.3307692307692307,-0.7538461538461538,-1.0307692307692307,-1.9615384615384615,-0.9153846153846154,0.038461538461538464,-0.3,-2.730769230769231,-1.7,-1.0692307692307692
