tr|D3BTL7|D3BTL7_POLPA,-0.7027818448023426,-0.6422645192776965,-0.296730112249878,-0.7642752562225475,-1.8648121034651048,-0.18301610541727673,-0.3738408979990239,-1.675451439726696,-0.8194241093216204,-0.9560761346998536,-1.1142020497803806,-0.31673987310883356,-0.6798438262567106,-1.5578330893118595,-1.1264031234748657,-0.09712054660810152,-0.2767203513909224,-2.5588091752074185,-1.3845778428501707,-0.9834065397755003
tr|D3BRE2|D3BRE2_POLPA,-0.7167919799498746,-1.9535376903797956,-0.16271447850395218,-1.147098515519568,-2.463659147869674,-0.9373433583959899,-1.57335646809331,-1.1428571428571428,-1.9695392326971275,-0.5151339888181994,-1.1713900134952766,-1.479660690187006,-1.3614806246385194,-1.049932523616734,-0.993637941006362,0.2650857914015809,0.6657027183342973,-2.7750144592249857,-0.8284171968382494,-0.34239444765760557
tr|Q2QJT5|Q2QJT5_SOLLC,-0.632996632996633,-0.07407407407407407,0.03367003367003367,0.06734006734006734,-2.9326599326599325,0.32996632996632996,-0.09090909090909091,0.45454545454545453,0.12794612794612795,-2.606060606060606,-2.612794612794613,-0.2895622895622896,-1.6026936026936027,-1.8181818181818181,0.13131313131313133,0.08754208754208755,-0.6363636363636364,-2.228956228956229,0.3367003367003367,-2.0606060606060606
tr|O51936|O51936_THESY,-0.7142857142857143,-0.6352583586626139,-0.5653495440729484,-0.9635258358662614,-2.1124620060790273,-0.6352583586626139,-0.5714285714285714,-1.4954407294832828,-1.1854103343465046,-0.939209726443769,-0.8875379939209727,-0.3404255319148936,-0.8632218844984803,-1.1580547112462005,-1.4407294832826747,-0.5683890577507599,-0.6899696048632219,-2.1458966565349544,-1.0,-1.033434650455927
tr|D1X7C3|D1X7C3_9ACTO,0.024255788313120176,-0.6085997794928335,-1.4178610804851157,-1.047409040793826,-2.2557883131201764,-0.6681367144432194,-0.762954796030871,-1.1113561190738699,-1.1918412348401324,-1.4630650496141124,-1.1179713340683572,-1.2194046306504962,-1.2260198456449836,-1.822491730981257,-1.083792723263506,-0.5986769570011026,-0.5336273428886439,-2.253583241455347,-1.6482910694597575,-0.8809261300992283
tr|Q822P0|Q822P0_CHLCV,-0.7733812949640287,-1.04136690647482,-0.9964028776978417,-1.1474820143884892,-1.3902877697841727,-0.8219424460431655,-0.7302158273381295,-1.7841726618705036,-1.2176258992805755,-0.7338129496402878,-0.5107913669064749,-0.8758992805755396,-0.7482014388489209,-0.8830935251798561,-1.7679856115107915,-0.20863309352517986,-0.564748201438849,-2.368705035971223,-1.0341726618705036,-0.7464028776978417
tr|Q2HB43|Q2HB43_CHAGB,-0.39280898876404496,-1.117752808988764,-1.0557303370786517,-1.1002247191011236,-2.223370786516854,-0.5775280898876405,-1.0364044943820225,-1.2148314606741573,-1.0485393258426967,-1.3806741573033707,-1.084943820224719,-1.46561797752809,-0.9964044943820225,-1.696629213483146,-0.9532584269662921,-0.1995505617977528,-0.5483146067415731,-2.5514606741573034,-1.5564044943820226,-1.1141573033707866
tr|B9EUK1|B9EUK1_ORYSJ,-0.5268753691671589,-1.0880094506792675,-0.7235676314235086,-1.002362669816893,-1.4400472533963378,-0.24689899586532782,-0.20141760189013586,-1.9208505611340816,-0.8706438275251034,-0.7678676904902539,-0.5138806851742469,-0.7164796219728293,-0.40815121086828116,-1.2681630242173656,-1.8422917897223863,-0.30183106910809215,-0.583579444772593,-2.6237448316597756,-1.379799173065564,-0.7259303012404017
tr|C3ZHS3|C3ZHS3_BRAFL,-0.8185318892900121,-1.1412755716004814,-0.6900120336943442,-1.0991576413959085,-1.7906137184115523,-0.785078219013237,-0.9196149217809868,-1.5961492178098677,-1.1354993983152828,-0.9354993983152828,-1.044043321299639,-0.9340553549939832,-0.7684717208182912,-1.2180505415162455,-1.7785800240673888,-0.30373044524669074,-0.30806257521058966,-2.1995186522262333,-1.0125150421179303,-0.9087845968712395
tr|B0RH46|B0RH46_CLAMS,0.021664766248574687,-1.3238312428734322,-1.61345496009122,-1.9418472063854049,-2.403648802736602,-1.3933865450399088,-2.031927023945268,-1.1322690992018245,-1.5507411630558723,-0.9885974914481186,-0.556442417331813,-2.122006841505131,-0.7240592930444698,-0.7217787913340935,-1.0923603192702394,-0.8734321550741163,-0.6647662485746865,-0.5518814139110604,-1.0205245153933866,-0.5883694412770809
