tr|D3BTL7|D3BTL7_POLPA,0.04636408003904344,0.04782820888238165,0.0956564177647633,0.04489995119570522,0.006832601268911664,0.06783796974133724,0.05807711078574915,0.03416300634455832,0.01708150317227916,0.07223035627135188,0.07662274280136652,0.06149341142020498,0.017569546120058566,0.03318692044899951,0.0531966813079551,0.11420204978038068,0.07808687164470474,0.004392386530014641,0.020985846754514398,0.049292337725719865
tr|D3BRE2|D3BRE2_POLPA,0.02101407364565259,0.016194331983805668,0.0888760362444573,0.05918642760748024,0.01407364565259302,0.03894351262772315,0.04434162328899171,0.054559475612107194,0.009061114324272219,0.09581646423751687,0.07171775592828225,0.053595527279737806,0.012338538654328128,0.054559475612107194,0.04973973395026027,0.11008289955658376,0.09504530557162136,0.007904376325428958,0.04819741661846925,0.05475226527858107
tr|B4KV30|B4KV30_DROMO,0.06660323501427212,0.07358071677767206,0.03964478274659055,0.04408499841420869,0.019980970504281638,0.0688233428480812,0.05994291151284491,0.07421503330161751,0.03869330796067238,0.03139866793529972,0.08055819854107199,0.046622264509990484,0.024738344433872503,0.02156676181414526,0.06152870282270853,0.11037107516650808,0.055819854107199494,0.008563273073263558,0.02093244529019981,0.05233111322549953
tr|C0YUP5|C0YUP5_9FLAO,0.05180884323358642,0.03260384100044663,0.09870477891916034,0.06252791424743188,0.0044662795891022775,0.041536400178651185,0.037516748548459135,0.08932559178204555,0.014738722644037517,0.05582849486377847,0.05716837874050915,0.05225547119249665,0.015185350602947744,0.033497096918267084,0.04421616793211255,0.07726663689146941,0.09066547565877624,0.011612326931665922,0.07101384546672622,0.058061634658329614
tr|C0QKA9|C0QKA9_DESAH,0.11760242792109256,0.03414264036418816,0.03793626707132018,0.05007587253414264,0.005311077389984826,0.0417298937784522,0.05993930197268589,0.0834597875569044,0.015933232169954476,0.08042488619119878,0.10091047040971168,0.05918057663125948,0.030349013657056147,0.026555386949924126,0.03945371775417299,0.06676783004552352,0.048558421851289835,0.00834597875569044,0.01669195751138088,0.07663125948406677
tr|A4X9A3|A4X9A3_SALTO,0.13864306784660768,0.1504424778761062,0.0058997050147492625,0.06784660766961652,0.0,0.017699115044247787,0.0471976401179941,0.09734513274336283,0.02064896755162242,0.02064896755162242,0.10914454277286136,0.008849557522123894,0.011799410029498525,0.011799410029498525,0.07374631268436578,0.029498525073746312,0.07079646017699115,0.017699115044247787,0.008849557522123894,0.09144542772861357
tr|Q01BC6|Q01BC6_OSTTA,0.10520487264673312,0.06533776301218161,0.03211517165005537,0.08084163898117387,0.014396456256921373,0.03322259136212625,0.07862679955703211,0.06976744186046512,0.015503875968992248,0.036544850498338874,0.08527131782945736,0.05537098560354374,0.02547065337763012,0.035437430786267994,0.04540420819490587,0.06090808416389812,0.06423034330011074,0.008859357696566999,0.02547065337763012,0.06201550387596899
tr|B4QPW6|B4QPW6_DROSI,0.07761194029850746,0.03383084577114428,0.04875621890547264,0.03681592039800995,0.023880597014925373,0.04079601990049751,0.0626865671641791,0.050746268656716415,0.012935323383084577,0.07661691542288557,0.10049751243781095,0.05373134328358209,0.041791044776119404,0.051741293532338306,0.05870646766169154,0.06567164179104477,0.05472636815920398,0.009950248756218905,0.027860696517412936,0.07064676616915423
tr|C3KAP5|C3KAP5_PSEFS,0.08035714285714286,0.09821428571428571,0.033482142857142856,0.05357142857142857,0.017857142857142856,0.03794642857142857,0.0625,0.0625,0.05803571428571429,0.04241071428571429,0.12053571428571429,0.024553571428571428,0.024553571428571428,0.03794642857142857,0.044642857142857144,0.05803571428571429,0.05357142857142857,0.013392857142857142,0.015625,0.060267857142857144
tr|Q1DA49|Q1DA49_MYXXD,0.11195158850226929,0.05446293494704992,0.019667170953101363,0.1043872919818457,0.007564296520423601,0.04387291981845688,0.05597579425113464,0.09682299546142209,0.0226928895612708,0.028744326777609682,0.07261724659606657,0.01059001512859304,0.01361573373676248,0.039334341906202726,0.0907715582450832,0.046898638426626324,0.07866868381240545,0.01361573373676248,0.03479576399394856,0.0529500756429652
