sp|I1RGD4|ATG23_GIBZE,0.09569798068481124,0.06760316066725197,0.027216856892010536,0.06935908691834942,0.0,0.06409130816505706,0.13257243195785778,0.03160667251975417,0.006145741878841089,0.025460930640913083,0.09394205443371378,0.1106233538191396,0.01755926251097454,0.01141352063213345,0.03687445127304653,0.08691834942932397,0.06760316066725197,0.001755926251097454,0.007901668129938543,0.0456540825285338
sp|Q6C0L6|ATG17_YARLI,0.10784313725490197,0.06862745098039216,0.041666666666666664,0.056372549019607844,0.012254901960784314,0.0857843137254902,0.11274509803921569,0.041666666666666664,0.031862745098039214,0.02696078431372549,0.12254901960784313,0.0392156862745098,0.01715686274509804,0.024509803921568627,0.014705882352941176,0.04656862745098039,0.051470588235294115,0.007352941176470588,0.02696078431372549,0.06372549019607843
sp|Q75B65|ATG20_ASHGO,0.07625649913344887,0.05545927209705372,0.05199306759098787,0.053726169844020795,0.006932409012131715,0.05025996533795494,0.0779896013864818,0.0658578856152513,0.02079722703639515,0.060658578856152515,0.09705372616984402,0.06412478336221837,0.01559792027729636,0.02079722703639515,0.045060658578856154,0.09358752166377816,0.04852686308492201,0.0034662045060658577,0.038128249566724434,0.053726169844020795
sp|Q51IZ9|ATG22_MAGO7,0.09867452135493372,0.0662739322533137,0.017673048600883652,0.060382916053019146,0.013254786450662739,0.022091310751104567,0.05743740795287187,0.07216494845360824,0.01914580265095729,0.0662739322533137,0.10456553755522828,0.027982326951399118,0.01914580265095729,0.055964653902798235,0.053019145802650956,0.09425625920471281,0.044182621502209134,0.01914580265095729,0.035346097201767304,0.053019145802650956
sp|Q7SG38|ATG22_NEUCR,0.10176390773405698,0.04748982360922659,0.028493894165535955,0.04748982360922659,0.016282225237449117,0.024423337856173677,0.050203527815468114,0.08683853459972862,0.013568521031207599,0.07191316146540028,0.10040705563093623,0.027137042062415198,0.017639077340569877,0.04748982360922659,0.051560379918588875,0.09633649932157395,0.05698778833107191,0.023066485753052916,0.04748982360922659,0.04341926729986431
sp|W0T4C1|ATG12_KLUMD,0.07692307692307693,0.05641025641025641,0.06153846153846154,0.041025641025641026,0.020512820512820513,0.05641025641025641,0.07692307692307693,0.041025641025641026,0.020512820512820513,0.05128205128205128,0.08717948717948718,0.05128205128205128,0.005128205128205128,0.035897435897435895,0.03076923076923077,0.16923076923076924,0.046153846153846156,0.005128205128205128,0.015384615384615385,0.05128205128205128
sp|Q5BCH0|ATG12_EMENI,0.09036144578313253,0.060240963855421686,0.060240963855421686,0.07228915662650602,0.018072289156626505,0.03614457831325301,0.030120481927710843,0.03614457831325301,0.012048192771084338,0.04819277108433735,0.08433734939759036,0.05421686746987952,0.018072289156626505,0.04216867469879518,0.0783132530120482,0.12048192771084337,0.04819277108433735,0.006024096385542169,0.012048192771084338,0.07228915662650602
sp|Q9LZZ9|ATG8G_ARATH,0.049586776859504134,0.05785123966942149,0.04132231404958678,0.0743801652892562,0.0,0.024793388429752067,0.08264462809917356,0.04132231404958678,0.008264462809917356,0.0743801652892562,0.049586776859504134,0.09090909090909091,0.03305785123966942,0.05785123966942149,0.04132231404958678,0.08264462809917356,0.049586776859504134,0.0,0.049586776859504134,0.09090909090909091
sp|Q8H715|ATG8_PHYIN,0.0603448275862069,0.0603448275862069,0.034482758620689655,0.06896551724137931,0.008620689655172414,0.04310344827586207,0.06896551724137931,0.034482758620689655,0.008620689655172414,0.10344827586206896,0.05172413793103448,0.10344827586206896,0.017241379310344827,0.0603448275862069,0.06896551724137931,0.0603448275862069,0.034482758620689655,0.0,0.05172413793103448,0.0603448275862069
sp|Q872C6|ATG5_NEUCR,0.057692307692307696,0.054945054945054944,0.03296703296703297,0.04120879120879121,0.01098901098901099,0.04945054945054945,0.03571428571428571,0.06868131868131869,0.027472527472527472,0.04120879120879121,0.10714285714285714,0.024725274725274724,0.016483516483516484,0.03021978021978022,0.11813186813186813,0.13736263736263737,0.054945054945054944,0.013736263736263736,0.03571428571428571,0.04120879120879121
sp|Q9P373|ATG4_SCHPO,0.053125,0.05,0.034375,0.0625,0.025,0.05,0.06875,0.046875,0.0375,0.065625,0.09375,0.021875,0.01875,0.071875,0.059375,0.06875,0.06875,0.015625,0.04375,0.04375
sp|Q557H7|ATG4_DICDI,0.021476510067114093,0.025503355704697986,0.14093959731543623,0.04429530201342282,0.013422818791946308,0.11140939597315436,0.049664429530201344,0.040268456375838924,0.025503355704697986,0.07114093959731543,0.06442953020134229,0.05503355704697987,0.020134228187919462,0.038926174496644296,0.05771812080536913,0.08053691275167785,0.053691275167785234,0.008053691275167786,0.04697986577181208,0.03087248322147651
sp|Q59VY1|ATG5_CANAL,0.025179856115107913,0.02158273381294964,0.07553956834532374,0.046762589928057555,0.007194244604316547,0.050359712230215826,0.046762589928057555,0.03237410071942446,0.014388489208633094,0.12949640287769784,0.12949640287769784,0.06474820143884892,0.02877697841726619,0.03597122302158273,0.05755395683453238,0.07194244604316546,0.046762589928057555,0.02158273381294964,0.046762589928057555,0.046762589928057555
sp|Q0UXN8|ATG5_PHANO,0.06109324758842444,0.05144694533762058,0.028938906752411574,0.05787781350482315,0.003215434083601286,0.04501607717041801,0.03536977491961415,0.05466237942122187,0.04501607717041801,0.04501607717041801,0.1414790996784566,0.03536977491961415,0.01607717041800643,0.028938906752411574,0.08360128617363344,0.08360128617363344,0.04823151125401929,0.01929260450160772,0.04180064308681672,0.07395498392282958
sp|Q2U5B0|ATG4_ASPOR,0.0687960687960688,0.07371007371007371,0.029484029484029485,0.07862407862407862,0.0171990171990172,0.036855036855036855,0.056511056511056514,0.085995085995086,0.02702702702702703,0.06142506142506143,0.07862407862407862,0.03194103194103194,0.019656019656019656,0.03194103194103194,0.06388206388206388,0.06633906633906633,0.06142506142506143,0.02457002457002457,0.03194103194103194,0.05405405405405406
sp|A7KAL5|ATG4_PENRW,0.06483790523690773,0.07231920199501247,0.02493765586034913,0.0773067331670823,0.014962593516209476,0.0399002493765586,0.05486284289276808,0.06483790523690773,0.029925187032418952,0.04987531172069826,0.0773067331670823,0.032418952618453865,0.02493765586034913,0.0399002493765586,0.0798004987531172,0.08728179551122195,0.06733167082294264,0.02493765586034913,0.032418952618453865,0.0399002493765586
sp|A2QWA6|ATG13_ASPNC,0.08663883089770355,0.09081419624217119,0.03966597077244259,0.05323590814196242,0.0020876826722338203,0.025052192066805846,0.049060542797494784,0.05845511482254697,0.022964509394572025,0.03444676409185804,0.07724425887265135,0.031315240083507306,0.012526096033402923,0.026096033402922755,0.10647181628392484,0.15657620041753653,0.06471816283924843,0.0041753653444676405,0.014613778705636743,0.04384133611691023
sp|Q6FX35|ATG14_CANGA,0.03571428571428571,0.06043956043956044,0.054945054945054944,0.06043956043956044,0.016483516483516484,0.06318681318681318,0.06318681318681318,0.03296703296703297,0.024725274725274724,0.0989010989010989,0.12087912087912088,0.09615384615384616,0.027472527472527472,0.019230769230769232,0.038461538461538464,0.06593406593406594,0.027472527472527472,0.01098901098901099,0.038461538461538464,0.04395604395604396
sp|W0T661|ATG16_KLUMD,0.03968253968253968,0.07142857142857142,0.05555555555555555,0.07936507936507936,0.0,0.03968253968253968,0.14285714285714285,0.015873015873015872,0.007936507936507936,0.03968253968253968,0.1746031746031746,0.11904761904761904,0.015873015873015872,0.023809523809523808,0.015873015873015872,0.05555555555555555,0.023809523809523808,0.007936507936507936,0.031746031746031744,0.03968253968253968
sp|A7KAM6|ATG17_PENRW,0.09927797833935018,0.0703971119133574,0.030685920577617327,0.07220216606498195,0.0036101083032490976,0.04693140794223827,0.0740072202166065,0.06498194945848375,0.039711191335740074,0.04512635379061372,0.11371841155234658,0.032490974729241874,0.019855595667870037,0.021660649819494584,0.032490974729241874,0.10649819494584838,0.04332129963898917,0.005415162454873646,0.018050541516245487,0.05956678700361011
sp|Q520U5|ATG16_MAGO7,0.14215686274509803,0.07352941176470588,0.04411764705882353,0.058823529411764705,0.00980392156862745,0.0784313725490196,0.10784313725490197,0.0392156862745098,0.0,0.0196078431372549,0.12254901960784313,0.06862745098039216,0.024509803921568627,0.004901960784313725,0.0196078431372549,0.08333333333333333,0.03431372549019608,0.00980392156862745,0.004901960784313725,0.05392156862745098
sp|A6SG03|ATG17_BOTFB,0.08,0.062,0.052,0.064,0.002,0.024,0.102,0.044,0.04,0.044,0.092,0.054,0.028,0.034,0.044,0.1,0.042,0.006,0.026,0.06
sp|F4JBP3|ATG1B_ARATH,0.07032348804500703,0.06329113924050633,0.0450070323488045,0.05485232067510549,0.011251758087201125,0.04781997187060478,0.05625879043600562,0.06329113924050633,0.03234880450070324,0.06188466947960619,0.10689170182841069,0.0450070323488045,0.02390998593530239,0.04360056258790436,0.052039381153305204,0.1111111111111111,0.03938115330520394,0.004219409282700422,0.01969057665260197,0.04781997187060478
sp|A0A098DPY0|ATG29_GIBZE,0.08816120906801007,0.08816120906801007,0.022670025188916875,0.07304785894206549,0.0025188916876574307,0.04534005037783375,0.05289672544080604,0.07556675062972293,0.022670025188916875,0.02518891687657431,0.055415617128463476,0.037783375314861464,0.012594458438287154,0.017632241813602016,0.10075566750629723,0.15869017632241814,0.05793450881612091,0.007556675062972292,0.015113350125944584,0.04030226700251889
sp|A2QTX8|AT222_ASPNC,0.09333333333333334,0.043333333333333335,0.015,0.028333333333333332,0.011666666666666667,0.021666666666666667,0.05,0.085,0.013333333333333334,0.055,0.125,0.03166666666666667,0.023333333333333334,0.06,0.06166666666666667,0.09333333333333334,0.056666666666666664,0.023333333333333334,0.023333333333333334,0.085
sp|Q2RBS4|ATG8D_ORYSJ,0.05084745762711865,0.059322033898305086,0.03389830508474576,0.025423728813559324,0.01694915254237288,0.025423728813559324,0.09322033898305085,0.05084745762711865,0.00847457627118644,0.0423728813559322,0.09322033898305085,0.06779661016949153,0.0423728813559322,0.07627118644067797,0.07627118644067797,0.0847457627118644,0.0423728813559322,0.0,0.05084745762711865,0.059322033898305086
sp|Q6CT08|ATG9_KLULA,0.0473568281938326,0.046255506607929514,0.06828193832599119,0.053964757709251104,0.009911894273127754,0.037444933920704845,0.07599118942731277,0.0473568281938326,0.015418502202643172,0.06277533039647577,0.10022026431718062,0.06387665198237885,0.016519823788546256,0.0605726872246696,0.040748898678414094,0.09581497797356828,0.05726872246696035,0.011013215859030838,0.04405286343612335,0.04515418502202643
sp|A7KAI1|ATG2_PICAN,0.058923512747875356,0.040793201133144476,0.059490084985835696,0.06345609065155808,0.01076487252124646,0.03002832861189802,0.07422096317280454,0.04872521246458923,0.018130311614730877,0.06345609065155808,0.09518413597733712,0.06345609065155808,0.024362606232294616,0.042492917847025496,0.03229461756373938,0.11671388101983003,0.06288951841359773,0.004532577903682719,0.02322946175637394,0.06685552407932012
sp|Q6C6M0|ATG2_YARLI,0.06688524590163934,0.0419672131147541,0.04131147540983607,0.0760655737704918,0.009836065573770493,0.028852459016393443,0.06229508196721312,0.06295081967213115,0.015737704918032787,0.05573770491803279,0.09967213114754099,0.05901639344262295,0.024262295081967214,0.03540983606557377,0.04524590163934426,0.09967213114754099,0.06360655737704918,0.0045901639344262295,0.020327868852459016,0.08655737704918033
sp|Q6CYG2|ATG32_KLULA,0.05725190839694656,0.02480916030534351,0.05725190839694656,0.0648854961832061,0.009541984732824428,0.04961832061068702,0.04580152671755725,0.07061068702290077,0.03244274809160305,0.06297709923664122,0.07824427480916031,0.07251908396946564,0.022900763358778626,0.04770992366412214,0.03435114503816794,0.12595419847328243,0.05152671755725191,0.015267175572519083,0.026717557251908396,0.04961832061068702
sp|D4B086|ATG27_ARTBC,0.04918032786885246,0.04590163934426229,0.04262295081967213,0.06885245901639345,0.022950819672131147,0.01639344262295082,0.06885245901639345,0.08852459016393442,0.022950819672131147,0.04262295081967213,0.10491803278688525,0.10163934426229508,0.013114754098360656,0.036065573770491806,0.03278688524590164,0.08196721311475409,0.05573770491803279,0.01639344262295082,0.019672131147540985,0.06885245901639345
sp|Q5AWA2|ATG7_EMENI,0.08459214501510574,0.054380664652567974,0.04380664652567976,0.06042296072507553,0.022658610271903322,0.03323262839879154,0.052870090634441085,0.06797583081570997,0.022658610271903322,0.04229607250755287,0.1027190332326284,0.055891238670694864,0.022658610271903322,0.03625377643504532,0.055891238670694864,0.07099697885196375,0.04380664652567976,0.01812688821752266,0.030211480362537766,0.07854984894259819
sp|A2YS06|ATG8C_ORYSI,0.08333333333333333,0.075,0.03333333333333333,0.058333333333333334,0.0,0.016666666666666666,0.09166666666666666,0.03333333333333333,0.008333333333333333,0.075,0.075,0.09166666666666666,0.025,0.058333333333333334,0.058333333333333334,0.05,0.041666666666666664,0.0,0.05,0.075
sp|A7KAJ7|ATG12_PICAN,0.03592814371257485,0.017964071856287425,0.059880239520958084,0.059880239520958084,0.011976047904191617,0.041916167664670656,0.0718562874251497,0.029940119760479042,0.0,0.07784431137724551,0.09580838323353294,0.10179640718562874,0.023952095808383235,0.03592814371257485,0.041916167664670656,0.11976047904191617,0.0718562874251497,0.0,0.023952095808383235,0.07784431137724551
sp|F4K265|AT101_ARATH,0.013953488372093023,0.04186046511627907,0.03255813953488372,0.037209302325581395,0.023255813953488372,0.046511627906976744,0.11162790697674418,0.037209302325581395,0.037209302325581395,0.09767441860465116,0.08837209302325581,0.08372093023255814,0.023255813953488372,0.05116279069767442,0.05581395348837209,0.07906976744186046,0.027906976744186046,0.018604651162790697,0.027906976744186046,0.06511627906976744
sp|Q59X11|ATG2_CANAL,0.04202586206896552,0.03502155172413793,0.06788793103448276,0.07219827586206896,0.005926724137931034,0.03879310344827586,0.06896551724137931,0.05603448275862069,0.012392241379310345,0.07058189655172414,0.09859913793103449,0.07866379310344827,0.01939655172413793,0.04525862068965517,0.03556034482758621,0.10398706896551724,0.0603448275862069,0.003771551724137931,0.026400862068965518,0.05818965517241379
